iter	Logloss
545	0.1291890762
546	0.1291037796
547	0.1290163737
548	0.1289419762
549	0.1288403818
550	0.1287716041
551	0.1286945544
552	0.1285914486
553	0.1284668256
554	0.1283639027
555	0.1282717826
556	0.1282192994
557	0.1281367613
558	0.1280399981
559	0.1279362742
560	0.1278505139
561	0.127758715
562	0.127693634
563	0.1276152731
564	0.1275250479
565	0.1274645842
566	0.127381418
567	0.1272836398
568	0.1272249547
569	0.1271187675
570	0.1270467513
571	0.1269640201
572	0.1268975325
573	0.1267998512
574	0.126687197
575	0.126618829
576	0.126517773
577	0.1264374596
578	0.12639393
579	0.1263120466
580	0.1262606696
581	0.1261574934
582	0.1260997588
583	0.1260242185
584	0.1259557036
585	0.1258771309
586	0.1257945956
587	0.1257142364
588	0.1256433822
589	0.125596429
590	0.125511395
591	0.1254371442
592	0.1253269651
593	0.1252535286
594	0.1251883754
595	0.1251010921
596	0.1249861791
597	0.1248953401
598	0.1247995463
599	0.1247204898
